DATAFLOW,LAST UPDATE,freq,indic,s_adj,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1981-10,68.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1981-11,68.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1981-12,70.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-01,69.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-02,66.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-03,67.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-04,68.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-05,65.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-06,62.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-07,62.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-08,57.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-09,54.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-10,57.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-11,59.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1982-12,61.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-01,66.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-02,67.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-03,71.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-04,73.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-05,74.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-06,76.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-07,76.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-08,79.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-09,82.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-10,82.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-11,84.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1983-12,87.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-01,86.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-02,88.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-03,87.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-04,89.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-05,88.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-06,88.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-07,90.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-08,91.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-09,89.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-10,89.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-11,91.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1984-12,89.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-01,94.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-02,92.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-03,90.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-04,91.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-05,93.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-06,92.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-07,92.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-08,93.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-09,96.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-10,97.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-11,97.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1985-12,96.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-01,98.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-02,99.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-03,99.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-04,98.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-05,98.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-06,100.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-07,100.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-08,101.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-09,101.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-10,100.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-11,100.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1986-12,100.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-01,99.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-02,98.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-03,99.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-04,100.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-05,100.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-06,99.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-07,100.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-08,102.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-09,103.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-10,103.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-11,102.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1987-12,102.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-01,103.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-02,103.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-03,104.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-04,106.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-05,106.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-06,108.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-07,107.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-08,109.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-09,111.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-10,113.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-11,112.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1988-12,112.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-01,111.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-02,112.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-03,111.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-04,111.1,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-05,111.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-06,113.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-07,113.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-08,112.8,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-09,112.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-10,112.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-11,113.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1989-12,113.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-01,112.7,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-02,111.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-03,112.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-04,111.6,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-05,110.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-06,110.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-07,109.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-08,109.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-09,107.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-10,104.9,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-11,105.5,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1990-12,105.2,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1991-01,100.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1991-02,97.3,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1991-03,97.0,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1991-04,96.4,,
ESTAT:EI_BSSI_M_R2(1.0),27/11/25 11:00:00,Monthly,Economic sentiment indicator,"Seasonally adjusted data, not calendar adjusted data",Euro area – 20 countries (2023-2025),1991-05,96.6,,
